rxns	kcats	EC_Numbers
r_0092_REV	38;0.8	EC2.7.4.21 EC2.7.4.24;EC3.6.1.52 EC3.6.1.60
r_0099_REV		
r_0103_REV	5000000	EC2.3.1.9
r_0104_REV	5000000	EC2.3.1.9
r_0117_REV	1.422	EC4.2.1.79
r_0126_REV	10326.3933	EC2.3.1.26
r_0127_REV	10326.3933;10326.3933	EC2.3.1.26;EC2.3.1.26
r_0128_REV	10326.3933	EC2.3.1.26
r_0129_REV	10326.3933	EC2.3.1.26
r_0130_REV	10326.3933	EC2.3.1.26
r_0131_REV	10326.3933	EC2.3.1.26
r_0132_REV	10326.3933;10326.3933	EC2.3.1.26;EC2.3.1.26
r_0133_REV	10326.3933	EC2.3.1.26
r_0134_REV	10326.3933	EC2.3.1.26
r_0135_REV	10326.3933	EC2.3.1.26
r_0137_REV	5.23	EC2.3.-.-
r_0146_REV	0.0012	EC2.6.1.62
r_0150_REV	117	EC2.7.4.10
r_0152_REV	2.9	EC4.3.2.2
r_0189_REV	750	EC3.5.3.4
r_0190_REV	420	EC3.5.2.5
r_0204_REV	0.6875	EC3.6.1.29
r_0207_REV	2930	EC4.3.2.1
r_0208_REV	17.252	EC6.3.4.5
r_0216_REV	574	EC2.6.1.1
r_0218_REV	574	EC2.6.1.1
r_0229_REV	0.00055	EC2.8.1.6
r_0249_REV	1.3005	EC2.5.1.58
r_0280_REV	1.1	EC4.2.1.3
r_0294_REV	3.3;3.3	EC2.5.1.87;EC2.5.1.87
r_0295_REV	3.3;3.3	EC2.5.1.87;EC2.5.1.87
r_0302_REV	3.3	EC4.2.1.3
r_0303_REV	3.3	EC4.2.1.3
r_0319_REV	20.9	EC1.1.3.37
r_0322_REV	0.002	EC4.1.2.13
r_0326_REV	1400	EC3.5.4.12
r_0330_REV	394	EC2.7.4.8
r_0335_REV	0.0014	EC6.3.3.3
r_0340_REV	161	EC3.5.1.-
r_0341_REV	161	EC3.5.1.-
r_0349_REV	2.48	EC3.5.2.3
r_0356_REV	530	EC5.4.2.11
r_0366_REV	34.07;34.07;34.07;34.07;34.07	EC4.2.1.11;EC4.2.1.11;EC4.2.1.11;EC4.2.1.11;EC4.2.1.11
r_0399_REV	0.35042	EC6.2.1.3
r_0400_REV	0.35042	EC6.2.1.3
r_0402_REV	0.35042	EC6.2.1.3
r_0410_REV	0.35042	EC6.2.1.3
r_0412_REV	0.35042	EC6.2.1.3
r_0446_REV	867.65	EC1.5.1.5 EC3.5.4.9 EC6.3.4.3
r_0447_REV	867.65	EC1.5.1.5 EC3.5.4.9 EC6.3.4.3
r_0450_REV	0.002	EC4.1.2.13
r_0451_REV	460	EC4.2.1.2
r_0452_REV	460	EC4.2.1.2
r_0454_REV	658	EC1.3.1.6
r_0455_REV	658	EC1.3.1.6
r_0467_REV	650	EC5.3.1.9
r_0483_REV	670;670;957;957;957;670	EC1.8.4.- EC1.11.1.9;EC1.11.1.9;EC1.8.4.- EC1.11.1.9 EC1.11.1.9 EC1.11.1.15 EC1.11.1.9;EC1.8.4.- EC1.11.1.9 EC1.11.1.9 EC1.11.1.15 EC1.11.1.9;EC1.11.1.15;EC1.11.1.9
r_0484_REV		
r_0486_REV	73.6;73.6;73.6	EC1.2.1.12;EC1.2.1.12;EC1.2.1.12
r_0502_REV	15.8	EC2.1.2.1
r_0503_REV	15.8	EC2.1.2.1
r_0518_REV	47.4	EC3.5.1.89
r_0519_REV	70.9	EC2.4.1.-
r_0520_REV	987	EC2.-.-.-
r_0521_REV	70.9	EC2.4.1.-
r_0522_REV	70.9	EC2.4.1.-
r_0523_REV	987;987	EC2.-.-.-;EC2.-.-.-
r_0529_REV	394	EC2.7.4.8
r_0542_REV	940000;2.5	EC4.2.1.-;EC4.2.1.36
r_0570_REV	8.6;8.6	EC2.1.2.3 EC3.5.4.10;EC2.1.2.3 EC3.5.4.10
r_0659_REV	72	EC1.1.1.42
r_0663_REV	1075	EC2.6.1.42
r_0664_REV	1075	EC2.6.1.42
r_0667_REV	0.060586	EC5.3.3.2
r_0668_REV	22	EC6.2.1.5
r_0672_REV	1.5	EC1.2.1.88
r_0673_REV	1.5	EC1.2.1.88
r_0674_REV	8.64	EC2.6.1.2
r_0676_REV	52.8	EC1.1.1.381
r_0699_REV	1075	EC2.6.1.42
r_0700_REV	1075	EC2.6.1.42
r_0703_REV	5.2	EC3.3.2.6
r_0704_REV	5.2	EC3.3.2.6
r_0705_REV	5.2	EC3.3.2.6
r_0706_REV	5.2	EC3.3.2.6
r_0707_REV	5.2	EC3.3.2.6
r_0708_REV	5.2	EC3.3.2.6
r_0713_REV	8570	EC1.1.1.37
r_0714_REV	8570	EC1.1.1.37
r_0715_REV	8570	EC1.1.1.37
r_0721_REV	1.2	EC2.3.1.39
r_0723_REV	141	EC5.3.1.8
r_0724_REV	867.65	EC1.5.1.5 EC3.5.4.9 EC6.3.4.3
r_0725_REV	867.65	EC1.5.1.5 EC3.5.4.9 EC6.3.4.3
r_0732_REV	867.65	EC1.5.1.5 EC3.5.4.9 EC6.3.4.3
r_0733_REV	867.65	EC1.5.1.5 EC3.5.4.9 EC6.3.4.3
r_0760_REV	38	EC2.3.1.4
r_0761_REV	0.78;20.9	EC2.3.1.1;EC2.3.1.35 EC2.3.1.1
r_0769_REV	6.4	EC6.3.5.1
r_0802_REV	13.3	EC2.7.4.6
r_0803_REV	13.3	EC2.7.4.6
r_0815_REV	121;121;1.81	EC2.5.1.48;EC2.5.1.48;EC4.4.1.1
r_0820_REV	10.8;10.8	EC2.4.2.10;EC2.4.2.10
r_0851_REV	1200	EC2.6.1.39 EC2.6.1.57
r_0882_REV	2.94	EC5.4.2.3
r_0888_REV	535.7333;535.7333	EC5.4.2.2;EC5.4.2.2
r_0890_REV	2.94	EC5.4.2.3
r_0892_REV	354	EC2.7.2.3
r_0893_REV	833;530	EC3.1.3.-;EC5.4.2.11
r_0902_REV	0.825	EC5.4.2.8
r_0907_REV	535.7333;535.7333;173	EC5.4.2.2;EC5.4.2.2;EC5.4.2.7
r_0912_REV	8.6;8.6	EC2.1.2.3 EC3.5.4.10;EC2.1.2.3 EC3.5.4.10
r_0949_REV	158	EC2.4.2.1
r_0950_REV	158	EC2.4.2.1
r_0951_REV	127	EC2.4.2.1
r_0955_REV	33	EC1.4.3.5
r_0982_REV	3440	EC5.3.1.6
r_0984_REV	1300	EC5.1.3.1
r_0987_REV	116	EC3.1.2.12
r_0990_REV	0.002	EC4.1.2.13
r_1000_REV	658	EC1.3.1.6
r_1008_REV		
r_1009_REV		
r_1021_REV	79.6;79.6;79.6	EC1.3.5.1;EC1.3.5.1;EC1.3.5.1
r_1031_REV	2;2	EC6.3.2.17;EC6.3.2.17
r_1048_REV	22.9;22.9	EC2.2.1.2;EC2.2.1.2
r_1049_REV	97.4333;97.4333	EC2.2.1.1;EC2.2.1.1
r_1050_REV	97.4333;97.4333	EC2.2.1.1;EC2.2.1.1
r_1054_REV	16700	EC5.3.1.1
r_1063_REV	500	EC2.6.1.39 EC2.6.1.57
r_1069_REV	8.4	EC2.7.7.23
r_1070_REV	96.99	EC5.1.3.2 EC5.1.3.3
r_1071_REV	987	EC2.7.7.12
r_1084_REV	6.35;6.35	EC2.7.7.9;EC2.7.7.9
r_1087_REV	1075	EC2.6.1.42
r_1088_REV	1075	EC2.6.1.42
r_1095_REV	361;361;0.78;361	EC5.4.99.45;EC5.4.99.44;EC5.4.99.25;EC5.4.99.-
r_2112_REV	1540	EC2.6.1.7
r_2117_REV	1540	EC2.6.1.57 EC2.6.1.7
r_2119_REV	500	EC2.6.1.57 EC2.6.1.7
r_2148_REV	940000	EC4.2.1.-
r_2149_REV	940000	EC4.2.1.-
r_2150_REV	940000	EC4.2.1.-
r_2168_REV	940000	EC4.2.1.134
r_2169_REV	940000	EC4.2.1.134
r_2170_REV	940000	EC4.2.1.134
r_2171_REV	940000	EC4.2.1.134
r_2172_REV	940000	EC4.2.1.134
r_2173_REV	940000	EC4.2.1.134
r_2174_REV	940000	EC4.2.1.134
r_2194_REV	0.35042	EC6.2.1.3
r_2195_REV	0.35042;0.35042	EC6.2.1.3;EC6.2.1.3
r_2196_REV	0.35042;0.35042	EC6.2.1.3;EC6.2.1.3
r_2197_REV	0.35042;0.35042	EC6.2.1.3;EC6.2.1.3
r_2198_REV	0.35042;0.35042	EC6.2.1.3;EC6.2.1.3
r_2199_REV	0.35042;0.35042	EC6.2.1.3;EC6.2.1.3
r_2200_REV	0.35042	EC6.2.1.3
r_2201_REV	0.35042;0.35042	EC6.2.1.3;EC6.2.1.3
r_2202_REV	0.35042;0.35042	EC6.2.1.3;EC6.2.1.3
r_2203_REV	0.35042;0.35042	EC6.2.1.3;EC6.2.1.3
r_2204_REV	0.35042;0.35042	EC6.2.1.3;EC6.2.1.3
r_2205_REV	0.35042;0.35042	EC6.2.1.3;EC6.2.1.3
r_2206_REV	0.35042	EC6.2.1.3
r_2207_REV	0.35042	EC6.2.1.3
r_2208_REV	0.35042	EC6.2.1.3
r_2209_REV	0.35042	EC6.2.1.3
r_2210_REV	0.35042	EC6.2.1.3
r_2211_REV	0.35042	EC6.2.1.3
r_2212_REV	0.35042	EC6.2.1.3
r_2213_REV		
r_2214_REV		
r_2215_REV		
r_2216_REV		
r_2217_REV		
r_2218_REV		
r_2305_REV	1.1	EC4.2.1.3
r_2432_REV	8.92	EC2.7.7.41
r_2433_REV	8.92	EC2.7.7.41
r_2434_REV	8.92	EC2.7.7.41
r_2435_REV	8.92	EC2.7.7.41
r_2436_REV	8.92	EC2.7.7.41
r_2437_REV	8.92	EC2.7.7.41
r_2438_REV	8.92	EC2.7.7.41
r_2439_REV	8.92	EC2.7.7.41
r_2440_REV	8.92	EC2.7.7.41
r_2441_REV	8.92	EC2.7.7.41
r_2442_REV	8.92	EC2.7.7.41
r_2443_REV	8.92	EC2.7.7.41
r_2444_REV	8.92	EC2.7.7.41
r_2445_REV	8.92	EC2.7.7.41
r_2462_REV	5.23	EC2.3.-.-
r_2463_REV	5.23	EC2.3.-.-
r_2620_REV	33.75	EC2.3.1.23
r_2621_REV	33.75	EC2.3.1.23
r_2622_REV	33.75	EC2.3.1.23
r_2623_REV	33.75	EC2.3.1.23
r_2624_REV	33.75	EC2.3.1.23
r_2625_REV	33.75	EC2.3.1.23
r_2626_REV	33.75	EC2.3.1.23
r_2627_REV	33.75	EC2.3.1.23
r_2628_REV	33.75	EC2.3.1.23
r_2629_REV	33.75	EC2.3.1.23
r_2630_REV	33.75	EC2.3.1.23
r_2631_REV	33.75	EC2.3.1.23
r_2632_REV	33.75	EC2.3.1.23
r_2633_REV	33.75	EC2.3.1.23
r_2634_REV	33.75	EC2.3.1.23
r_2635_REV	33.75	EC2.3.1.23
r_2636_REV	33.75	EC2.3.1.23
r_2637_REV	33.75	EC2.3.1.23
r_2638_REV	33.75	EC2.3.1.23
r_2639_REV	33.75	EC2.3.1.23
r_2640_REV	33.75	EC2.3.1.23
r_2641_REV	33.75	EC2.3.1.23
r_2642_REV	33.75	EC2.3.1.23
r_2643_REV	33.75	EC2.3.1.23
r_2644_REV	33.75	EC2.3.1.23
r_2645_REV	33.75	EC2.3.1.23
r_2646_REV	33.75	EC2.3.1.23
r_2647_REV	33.75	EC2.3.1.23
r_2648_REV	33.75	EC2.3.1.23
r_2649_REV	33.75	EC2.3.1.23
r_2650_REV	33.75	EC2.3.1.23
r_2651_REV	33.75	EC2.3.1.23
r_2652_REV	33.75	EC2.3.1.23
r_2653_REV	33.75	EC2.3.1.23
r_2654_REV	33.75	EC2.3.1.23
r_2655_REV	33.75	EC2.3.1.23
r_2656_REV	33.75	EC2.3.1.23
r_2657_REV	33.75	EC2.3.1.23
r_2658_REV	33.75	EC2.3.1.23
r_2659_REV	33.75	EC2.3.1.23
r_2660_REV	33.75	EC2.3.1.23
r_2661_REV	33.75	EC2.3.1.23
r_2662_REV	33.75	EC2.3.1.23
r_2663_REV	33.75	EC2.3.1.23
r_2664_REV	33.75	EC2.3.1.23
r_2665_REV	33.75	EC2.3.1.23
r_2666_REV	33.75	EC2.3.1.23
r_2667_REV	33.75	EC2.3.1.23
r_2668_REV	33.75	EC2.3.1.23
r_2669_REV	33.75	EC2.3.1.23
r_2670_REV	33.75	EC2.3.1.23
r_2671_REV	33.75	EC2.3.1.23
r_2672_REV	33.75	EC2.3.1.23
r_2673_REV	33.75	EC2.3.1.23
r_2674_REV	33.75	EC2.3.1.23
r_2675_REV	33.75	EC2.3.1.23
r_2676_REV	33.75	EC2.3.1.23
r_2677_REV	33.75	EC2.3.1.23
r_2678_REV	33.75	EC2.3.1.23
r_2679_REV	33.75	EC2.3.1.23
r_2680_REV	33.75	EC2.3.1.23
r_2681_REV	33.75	EC2.3.1.23
r_2682_REV	33.75	EC2.3.1.23
r_2683_REV	33.75	EC2.3.1.23
r_2684_REV	33.75	EC2.3.1.23
r_2685_REV	33.75	EC2.3.1.23
r_2686_REV	33.75	EC2.3.1.23
r_2687_REV	33.75	EC2.3.1.23
r_2688_REV	33.75	EC2.3.1.23
r_2689_REV	33.75	EC2.3.1.23
r_2690_REV	33.75	EC2.3.1.23
r_2691_REV	33.75	EC2.3.1.23
r_2692_REV	33.75	EC2.3.1.23
r_2693_REV	33.75	EC2.3.1.23
r_2694_REV	33.75	EC2.3.1.23
r_2695_REV	33.75	EC2.3.1.23
r_2696_REV	33.75	EC2.3.1.23
r_2697_REV	33.75	EC2.3.1.23
r_2698_REV	33.75	EC2.3.1.23
r_2699_REV	33.75	EC2.3.1.23
r_2700_REV	33.75	EC2.3.1.23
r_2701_REV	33.75	EC2.3.1.23
r_2702_REV	33.75	EC2.3.1.23
r_2703_REV	33.75	EC2.3.1.23
r_2704_REV	33.75	EC2.3.1.23
r_2705_REV	33.75	EC2.3.1.23
r_2706_REV	33.75	EC2.3.1.23
r_2707_REV	33.75	EC2.3.1.23
r_2708_REV	33.75	EC2.3.1.23
r_2709_REV	33.75	EC2.3.1.23
r_2710_REV	33.75	EC2.3.1.23
r_2711_REV	33.75	EC2.3.1.23
r_2712_REV	33.75	EC2.3.1.23
r_2713_REV	33.75	EC2.3.1.23
r_2714_REV	33.75	EC2.3.1.23
r_2715_REV	33.75	EC2.3.1.23
r_2716_REV	33.75	EC2.3.1.23
r_2717_REV	33.75	EC2.3.1.23
r_2718_REV	33.75	EC2.3.1.23
r_2719_REV	33.75	EC2.3.1.23
r_2720_REV	33.75	EC2.3.1.23
r_2721_REV	33.75	EC2.3.1.23
r_2722_REV	33.75	EC2.3.1.23
r_2723_REV	33.75	EC2.3.1.23
r_2724_REV	33.75	EC2.3.1.23
r_2725_REV	33.75	EC2.3.1.23
r_2726_REV	33.75	EC2.3.1.23
r_2727_REV	33.75	EC2.3.1.23
r_2728_REV	33.75	EC2.3.1.23
r_2729_REV	33.75	EC2.3.1.23
r_2730_REV	33.75	EC2.3.1.23
r_2731_REV	33.75	EC2.3.1.23
r_2732_REV	33.75	EC2.3.1.23
r_2733_REV	33.75	EC2.3.1.23
r_2734_REV	33.75	EC2.3.1.23
r_2735_REV	33.75	EC2.3.1.23
r_2736_REV	33.75	EC2.3.1.23
r_2737_REV	33.75	EC2.3.1.23
r_2738_REV	33.75	EC2.3.1.23
r_2739_REV	33.75	EC2.3.1.23
r_2740_REV	33.75	EC2.3.1.23
r_2741_REV	33.75	EC2.3.1.23
r_2742_REV	33.75	EC2.3.1.23
r_2743_REV	33.75	EC2.3.1.23
r_2744_REV	33.75	EC2.3.1.23
r_2745_REV	33.75	EC2.3.1.23
r_2746_REV	33.75	EC2.3.1.23
r_2747_REV	33.75	EC2.3.1.23
r_2748_REV	33.75	EC2.3.1.23
r_2749_REV	33.75	EC2.3.1.23
r_2750_REV	33.75	EC2.3.1.23
r_2751_REV	33.75	EC2.3.1.23
r_2752_REV	33.75	EC2.3.1.23
r_2753_REV	33.75	EC2.3.1.23
r_2754_REV	33.75	EC2.3.1.23
r_2755_REV	33.75	EC2.3.1.23
r_2756_REV	33.75	EC2.3.1.23
r_2757_REV	33.75	EC2.3.1.23
r_2758_REV	33.75	EC2.3.1.23
r_2759_REV	33.75	EC2.3.1.23
r_2760_REV	33.75	EC2.3.1.23
r_2761_REV	33.75	EC2.3.1.23
r_2762_REV	33.75	EC2.3.1.23
r_2763_REV	33.75	EC2.3.1.23
r_2764_REV	33.75	EC2.3.1.23
r_2765_REV	33.75	EC2.3.1.23
r_2766_REV	33.75	EC2.3.1.23
r_2767_REV	33.75	EC2.3.1.23
r_2768_REV	33.75	EC2.3.1.23
r_2769_REV	33.75	EC2.3.1.23
r_2770_REV	33.75	EC2.3.1.23
r_2771_REV	33.75	EC2.3.1.23
r_2772_REV	33.75	EC2.3.1.23
r_2773_REV	33.75	EC2.3.1.23
r_2774_REV	33.75	EC2.3.1.23
r_2775_REV	33.75	EC2.3.1.23
r_2776_REV	33.75	EC2.3.1.23
r_2777_REV	33.75	EC2.3.1.23
r_2778_REV	33.75	EC2.3.1.23
r_2779_REV	33.75	EC2.3.1.23
r_2780_REV	33.75	EC2.3.1.23
r_2781_REV	33.75	EC2.3.1.23
r_2782_REV	33.75	EC2.3.1.23
r_2783_REV	33.75	EC2.3.1.23
r_2784_REV	33.75	EC2.3.1.23
r_2785_REV	33.75	EC2.3.1.23
r_2786_REV	33.75	EC2.3.1.23
r_2787_REV	33.75	EC2.3.1.23
r_2788_REV	33.75	EC2.3.1.23
r_2789_REV	33.75	EC2.3.1.23
r_2790_REV	33.75	EC2.3.1.23
r_2791_REV	33.75	EC2.3.1.23
r_2792_REV	33.75	EC2.3.1.23
r_2793_REV	33.75	EC2.3.1.23
r_2794_REV	33.75	EC2.3.1.23
r_2795_REV	33.75	EC2.3.1.23
r_2796_REV	33.75	EC2.3.1.23
r_2797_REV	33.75	EC2.3.1.23
r_2798_REV	33.75	EC2.3.1.23
r_2799_REV	33.75	EC2.3.1.23
r_2800_REV	33.75	EC2.3.1.23
r_2801_REV	33.75	EC2.3.1.23
r_2802_REV	33.75	EC2.3.1.23
r_2803_REV	33.75	EC2.3.1.23
r_2804_REV	33.75	EC2.3.1.23
r_2805_REV	33.75	EC2.3.1.23
r_2806_REV	33.75	EC2.3.1.23
r_2807_REV	33.75	EC2.3.1.23
r_2808_REV	33.75	EC2.3.1.23
r_2809_REV	33.75	EC2.3.1.23
r_2810_REV	33.75	EC2.3.1.23
r_2811_REV	33.75	EC2.3.1.23
r_2884_REV	0.0034627	EC2.3.1.158
r_2885_REV	0.0034627	EC2.3.1.158
r_2886_REV	0.0034627	EC2.3.1.158
r_2887_REV	0.0034627	EC2.3.1.158
r_2888_REV	0.0034627	EC2.3.1.158
r_2889_REV	0.0034627	EC2.3.1.158
r_2890_REV	0.0034627	EC2.3.1.158
r_2891_REV	0.0034627	EC2.3.1.158
r_2892_REV	0.0034627	EC2.3.1.158
r_2893_REV	0.0034627	EC2.3.1.158
r_2894_REV	0.0034627	EC2.3.1.158
r_2895_REV	0.0034627	EC2.3.1.158
r_2896_REV	0.0034627	EC2.3.1.158
r_2897_REV	0.0034627	EC2.3.1.158
r_2898_REV	0.0034627	EC2.3.1.158
r_2899_REV	0.0034627	EC2.3.1.158
r_2900_REV	0.0034627	EC2.3.1.158
r_2901_REV	0.0034627	EC2.3.1.158
r_2902_REV	0.0034627	EC2.3.1.158
r_2903_REV	0.0034627	EC2.3.1.158
r_2904_REV	0.0034627	EC2.3.1.158
r_2905_REV	0.0034627	EC2.3.1.158
r_2906_REV	0.0034627	EC2.3.1.158
r_2907_REV	0.0034627	EC2.3.1.158
r_2908_REV	0.0034627	EC2.3.1.158
r_2909_REV	0.0034627	EC2.3.1.158
r_2910_REV	0.0034627	EC2.3.1.158
r_2911_REV	0.0034627	EC2.3.1.158
r_2912_REV	0.0034627	EC2.3.1.158
r_2913_REV	0.0034627	EC2.3.1.158
r_2914_REV	0.0034627	EC2.3.1.158
r_2915_REV	0.0034627	EC2.3.1.158
r_2916_REV	0.0034627	EC2.3.1.158
r_2917_REV	0.0034627	EC2.3.1.158
r_2918_REV	0.0034627	EC2.3.1.158
r_2919_REV	0.0034627	EC2.3.1.158
r_2920_REV	0.0034627	EC2.3.1.158
r_2921_REV	0.0034627	EC2.3.1.158
r_2922_REV	0.0034627	EC2.3.1.158
r_2923_REV	0.0034627	EC2.3.1.158
r_2924_REV	0.0034627	EC2.3.1.158
r_2925_REV	0.0034627	EC2.3.1.158
r_2926_REV	0.0034627	EC2.3.1.158
r_2927_REV	0.0034627	EC2.3.1.158
r_2928_REV	0.0034627	EC2.3.1.158
r_2929_REV	0.0034627	EC2.3.1.158
r_2930_REV	0.0034627	EC2.3.1.158
r_2931_REV	0.0034627	EC2.3.1.158
r_2932_REV	0.0034627	EC2.3.1.158
r_2933_REV	0.0034627	EC2.3.1.158
r_2934_REV	0.0034627	EC2.3.1.158
r_2935_REV	0.0034627	EC2.3.1.158
r_2936_REV	0.0034627	EC2.3.1.158
r_2937_REV	0.0034627	EC2.3.1.158
r_2938_REV	0.0034627	EC2.3.1.158
r_2939_REV	0.0034627	EC2.3.1.158
r_2940_REV	0.0034627	EC2.3.1.158
r_2941_REV	0.0034627	EC2.3.1.158
r_2942_REV	0.0034627	EC2.3.1.158
r_2943_REV	0.0034627	EC2.3.1.158
r_2944_REV	0.0034627	EC2.3.1.158
r_2945_REV	0.0034627	EC2.3.1.158
r_2946_REV	0.0034627	EC2.3.1.158
r_2947_REV	0.0034627	EC2.3.1.158
r_2948_REV	0.0034627	EC2.3.1.158
r_2949_REV	0.0034627	EC2.3.1.158
r_2950_REV	0.0034627	EC2.3.1.158
r_2951_REV	0.0034627	EC2.3.1.158
r_2952_REV	0.0034627	EC2.3.1.158
r_2953_REV	0.0034627	EC2.3.1.158
r_2954_REV	0.0034627	EC2.3.1.158
r_2955_REV	0.0034627	EC2.3.1.158
r_2956_REV	0.0034627	EC2.3.1.158
r_2957_REV	0.0034627	EC2.3.1.158
r_2958_REV	0.0034627	EC2.3.1.158
r_2959_REV	0.0034627	EC2.3.1.158
r_2960_REV	0.0034627	EC2.3.1.158
r_2961_REV	0.0034627	EC2.3.1.158
r_2962_REV	0.0034627	EC2.3.1.158
r_2963_REV	0.0034627	EC2.3.1.158
r_2964_REV	0.0034627	EC2.3.1.158
r_2965_REV	0.0034627	EC2.3.1.158
r_2966_REV	0.0034627	EC2.3.1.158
r_2967_REV	0.0034627	EC2.3.1.158
r_2968_REV	0.0034627	EC2.3.1.158
r_2969_REV	0.0034627	EC2.3.1.158
r_2970_REV	0.0034627	EC2.3.1.158
r_2971_REV	0.0034627	EC2.3.1.158
r_2972_REV	0.0034627	EC2.3.1.158
r_2973_REV	0.0034627	EC2.3.1.158
r_2974_REV	0.0034627	EC2.3.1.158
r_2975_REV	0.0034627	EC2.3.1.158
r_2976_REV	0.0034627	EC2.3.1.158
r_2977_REV	0.0034627	EC2.3.1.158
r_2978_REV	0.0034627	EC2.3.1.158
r_2979_REV	0.0034627	EC2.3.1.158
r_2980_REV	0.0034627	EC2.3.1.158
r_2981_REV	0.0034627	EC2.3.1.158
r_2982_REV	0.0034627	EC2.3.1.158
r_2983_REV	0.0034627	EC2.3.1.158
r_2984_REV	0.0034627	EC2.3.1.158
r_2985_REV	0.0034627	EC2.3.1.158
r_2986_REV	0.0034627	EC2.3.1.158
r_2987_REV	0.0034627	EC2.3.1.158
r_2988_REV	0.0034627	EC2.3.1.158
r_2989_REV	0.0034627	EC2.3.1.158
r_2990_REV	0.0034627	EC2.3.1.158
r_2991_REV	0.0034627	EC2.3.1.158
r_2992_REV	0.0034627	EC2.3.1.158
r_2993_REV	0.0034627	EC2.3.1.158
r_2994_REV	0.0034627	EC2.3.1.158
r_2995_REV	0.0034627	EC2.3.1.158
r_2996_REV	0.0034627	EC2.3.1.158
r_2997_REV	0.0034627	EC2.3.1.158
r_2998_REV	0.0034627	EC2.3.1.158
r_2999_REV	0.0034627	EC2.3.1.158
r_3000_REV	0.0034627	EC2.3.1.158
r_3001_REV	0.0034627	EC2.3.1.158
r_3002_REV	0.0034627	EC2.3.1.158
r_3003_REV	0.0034627	EC2.3.1.158
r_3004_REV	0.0034627	EC2.3.1.158
r_3005_REV	0.0034627	EC2.3.1.158
r_3006_REV	0.0034627	EC2.3.1.158
r_3007_REV	0.0034627	EC2.3.1.158
r_3008_REV	0.0034627	EC2.3.1.158
r_3009_REV	0.0034627	EC2.3.1.158
r_3010_REV	0.0034627	EC2.3.1.158
r_3011_REV	0.0034627	EC2.3.1.158
r_4039_REV	7.26	EC3.1.2.1
r_1096_REV		
r_1097_REV		
r_1099_REV		
r_1100_REV		
r_1103_REV		
r_1104_REV		
r_1106_REV		
r_1110_REV		
r_1112_REV		
r_1115_REV		
r_1121_REV		
r_1122_REV		
r_1123_REV		
r_1124_REV		
r_1126_REV		
r_1127_REV		
r_1128_REV		
r_1136_REV		
r_1138_REV		
r_1146_REV		
r_1147_REV		
r_1148_REV		
r_1149_REV		
r_1161_REV		
r_1162_REV		
r_1164_REV		
r_1168_REV		
r_1169_REV		
r_1170_REV		
r_1173_REV		
r_1176_REV		
r_1182_REV		
r_1183_REV		
r_1184_REV		
r_1186_REV		
r_1190_REV		
r_1191_REV		
r_1192_REV		
r_1196_REV		
r_1199_REV		
r_1201_REV		
r_1202_REV		
r_1205_REV		
r_1206_REV		
r_1208_REV		
r_1211_REV		
r_1213_REV		
r_1214_REV		
r_1215_REV		
r_1216_REV		
r_1217_REV		
r_1218_REV		
r_1219_REV		
r_1220_REV		
r_1223_REV		
r_1224_REV		
r_1225_REV		
r_1235_REV		
r_1236_REV		
r_1238_REV		
r_1241_REV		
r_1242_REV		
r_1244_REV		
r_1249_REV		
r_1251_REV		
r_1252_REV		
r_1253_REV		
r_1254_REV		
r_1256_REV		
r_1258_REV		
r_1260_REV		
r_1261_REV		
r_1262_REV		
r_1263_REV		
r_1268_REV		
r_1273_REV		
r_1277_REV		
r_1278_REV		
r_2079_REV		
r_1542_REV		
r_1543_REV		
r_1545_REV		
r_1546_REV		
r_1547_REV		
r_1548_REV		
r_1549_REV		
r_1550_REV		
r_1551_REV		
r_1552_REV		
r_1553_REV		
r_1554_REV		
r_1560_REV		
r_1562_REV		
r_1563_REV		
r_1564_REV		
r_1565_REV		
r_1566_REV		
r_1567_REV		
r_1568_REV		
r_1572_REV		
r_1573_REV		
r_1574_REV		
r_1575_REV		
r_1576_REV		
r_1577_REV		
r_1578_REV		
r_1579_REV		
r_1580_REV		
r_1581_REV		
r_1582_REV		
r_1583_REV		
r_1585_REV		
r_1586_REV		
r_1587_REV		
r_1588_REV		
r_1589_REV		
r_1590_REV		
r_1591_REV		
r_1595_REV		
r_1596_REV		
r_1597_REV		
r_1598_REV		
r_1599_REV		
r_1600_REV		
r_1601_REV		
r_1604_REV		
r_1605_REV		
r_1606_REV		
r_1607_REV		
r_1608_REV		
r_1609_REV		
r_1610_REV		
r_1611_REV		
r_1621_REV		
r_1622_REV		
r_1625_REV		
r_1627_REV		
r_1628_REV		
r_1629_REV		
r_1630_REV		
r_1631_REV		
r_1632_REV		
r_1633_REV		
r_1634_REV		
r_1635_REV		
r_1637_REV		
r_1639_REV		
r_1640_REV		
r_1641_REV		
r_1642_REV		
r_1643_REV		
r_1644_REV		
r_1645_REV		
r_1647_REV		
r_1648_REV		
r_1649_REV		
r_1650_REV		
r_1651_REV		
r_1652_REV		
r_1654_REV		
r_1656_REV		
r_1659_REV		
r_1660_REV		
r_1661_REV		
r_1664_REV		
r_1665_REV		
r_1667_REV	940000	EC4.2.1.1
r_1668_REV		
r_1669_REV		
r_1671_REV		
r_1672_REV		
r_1675_REV		
r_1676_REV		
r_1677_REV		
r_1678_REV		
r_1679_REV		
r_1680_REV		
r_1681_REV		
r_1683_REV		
